25,25,1,1,1,1,2022-09-13 20:48:25.847,10.00,QoXGcgkG73SZ
26,26,1,1,1,1,2022-09-13 20:48:25.849,10.00,DSUfaCFv6cdynbZQGXypa
27,27,1,1,1,1,2022-09-13 20:48:25.849,10.00,kNfjP4eY8z2Gv0kUfGk
28,28,1,1,1,1,2022-09-13 20:48:25.849,10.00,O2zwRHclxiBvPA3c
29,29,1,1,1,1,2022-09-13 20:48:25.85,10.00,AkrIwf0JHwgoyugEAR5
30,30,1,1,1,1,2022-09-13 20:48:25.85,10.00,sX9ahstpbxCZ4BDoUP
31,31,1,1,1,1,2022-09-13 20:48:25.85,10.00,k0x6X9gsucaz9eHBd3EBLF
32,32,1,1,1,1,2022-09-13 20:48:25.85,10.00,dlVdgDXOYEtIxzR9X455LdF
33,33,1,1,1,1,2022-09-13 20:48:25.85,10.00,IvJvFLxOcGw7VLX
34,34,1,1,1,1,2022-09-13 20:48:25.85,10.00,piV2jsbAEAVL8Zhg4TmyRen
35,35,1,1,1,1,2022-09-13 20:48:25.85,10.00,HVD5d3oDtooAjperT6fw
36,36,1,1,1,1,2022-09-13 20:48:25.852,10.00,bbCFsTcZW7axWMTl4
37,37,1,1,1,1,2022-09-13 20:48:25.853,10.00,lgIdCojnaVeoCDGVz
38,38,1,1,1,1,2022-09-13 20:48:25.853,10.00,O3zBUH0sYRPVPO
39,39,1,1,1,1,2022-09-13 20:48:25.853,10.00,CCf6h2uBRfKYBL
40,40,1,1,1,1,2022-09-13 20:48:25.854,10.00,O9msMFVT528Crp3W
41,41,1,1,1,1,2022-09-13 20:48:25.854,10.00,tlSpJVNTxECGv
42,42,1,1,1,1,2022-09-13 20:48:25.854,10.00,bDk4PHRaYBEHDr
43,43,1,1,1,1,2022-09-13 20:48:25.854,10.00,xRIFLQuL9lGGFZQ6k
44,44,1,1,1,1,2022-09-13 20:48:25.855,10.00,guNWkRQB54MV3B4pK12E5GD5
45,45,1,1,1,1,2022-09-13 20:48:25.855,10.00,l6jtjMIAMJg4GxG
46,46,1,1,1,1,2022-09-13 20:48:25.856,10.00,zxmXro27flWYK0NRsBBRoI01
47,47,1,1,1,1,2022-09-13 20:48:25.856,10.00,QErrqfr4Z490uVc
48,48,1,1,1,1,2022-09-13 20:48:25.857,10.00,uTOP8uH5Bds8Zit
49,49,1,1,1,1,2022-09-13 20:48:25.858,10.00,o3igGqWrzB68qOIwIMt3
50,50,1,1,1,1,2022-09-13 20:48:25.859,10.00,TXFOMTBsWHLvHcNL6Up74
51,51,1,1,1,1,2022-09-13 20:48:25.859,10.00,QdnZ4ezA5bxECUgIa92zfEx
52,52,1,1,1,1,2022-09-13 20:48:25.859,10.00,PriRcEEzbeoTaJAHHXcIY
53,53,1,1,1,1,2022-09-13 20:48:25.86,10.00,AJyTEPXnA9h6fkfb
54,54,1,1,1,1,2022-09-13 20:48:25.86,10.00,ROMbOVq1ngdmZJE0wpvwb
55,55,1,1,1,1,2022-09-13 20:48:25.86,10.00,tGbV8X6Al68zoMcyK6wg
56,56,1,1,1,1,2022-09-13 20:48:25.86,10.00,g28D1vHRETczvofzmF
57,57,1,1,1,1,2022-09-13 20:48:25.86,10.00,ZuraogBQHVmSb9V6b
58,58,1,1,1,1,2022-09-13 20:48:25.86,10.00,vstdgz0e8MhquodQPIi
59,59,1,1,1,1,2022-09-13 20:48:25.86,10.00,O3ZO1BduVuwnLMT69
60,60,1,1,1,1,2022-09-13 20:48:25.861,10.00,J68w5y2IdmgEKu
61,61,1,1,1,1,2022-09-13 20:48:25.861,10.00,gMtu8i1KMMGNApwj6RHhy
62,62,1,1,1,1,2022-09-13 20:48:25.861,10.00,jkBft9c4l5O2MaRQWGh
63,63,1,1,1,1,2022-09-13 20:48:25.861,10.00,R6eyw6uLECuInv
64,64,1,1,1,1,2022-09-13 20:48:25.861,10.00,QIkBdqRPjsfDzeBVlEc0zPH
65,65,1,1,1,1,2022-09-13 20:48:25.861,10.00,JCL7TojHywz0w4oajThTUoLS
66,66,1,1,1,1,2022-09-13 20:48:25.861,10.00,IL2wvKlswDIWxUnCUNO4Jn
67,67,1,1,1,1,2022-09-13 20:48:25.861,10.00,CVQpY8ttGL6fai8Vr
68,68,1,1,1,1,2022-09-13 20:48:25.861,10.00,HFZy1MpsDZZhve
69,69,1,1,1,1,2022-09-13 20:48:25.861,10.00,bNPLMgVycvCjUEXLkmY7v
70,70,1,1,1,1,2022-09-13 20:48:25.862,10.00,WRiUO8bpW0OWHuVGDpOJqp
71,71,1,1,1,1,2022-09-13 20:48:25.862,10.00,oKS0ZqxUp2JJllY8zTKL
72,72,1,1,1,1,2022-09-13 20:48:25.862,10.00,bYIXsTpZMevinel6m0CqdK
73,73,1,1,1,1,2022-09-13 20:48:25.863,10.00,nWtAGyR4m4EPjdRJii
74,74,1,1,1,1,2022-09-13 20:48:25.863,10.00,M9YdR6TBCzrwguu
75,75,1,1,1,1,2022-09-13 20:48:25.863,10.00,xvx6HkxTLi19Cmye0
76,76,1,1,1,1,2022-09-13 20:48:25.863,10.00,MjkRlujWad1oj7TvkK9Sq
77,77,1,1,1,1,2022-09-13 20:48:25.865,10.00,bdRELecarhqJ5DxldhBoUl
78,78,1,1,1,1,2022-09-13 20:48:25.866,10.00,EURX3y43r4wAI
79,79,1,1,1,1,2022-09-13 20:48:25.866,10.00,vMGYEEWR6a7YlgN
80,80,1,1,1,1,2022-09-13 20:48:25.867,10.00,Dt7h1Q0KrIkZeYLq
81,81,1,1,1,1,2022-09-13 20:48:25.867,10.00,DpCAxDckresOo6AcCX
82,82,1,1,1,1,2022-09-13 20:48:25.867,10.00,uAogESoEJCgUB3jOmMXZWngA
83,83,1,1,1,1,2022-09-13 20:48:25.868,10.00,FlR0a6r9s1h5oM5X
84,84,1,1,1,1,2022-09-13 20:48:25.868,10.00,pUjHBj9zJT6mLbk1y0V2
85,85,1,1,1,1,2022-09-13 20:48:25.868,10.00,x1nYUMKtWxvqMHKe
86,86,1,1,1,1,2022-09-13 20:48:25.869,10.00,PpXVJVnTUzLWMV76YUZdNbbs
87,87,1,1,1,1,2022-09-13 20:48:25.87,10.00,IlENL4GhJeUvxiLr0k8
88,88,1,1,1,1,2022-09-13 20:48:25.873,10.00,kZuf5gv8hDT8fk
89,89,1,1,1,1,2022-09-13 20:48:25.873,10.00,kitnPLUVosgUl0
90,90,1,1,1,1,2022-09-13 20:48:25.874,10.00,yvApRecXtftLL
91,91,1,1,1,1,2022-09-13 20:48:25.874,10.00,u5zhPWZ8otjSd4JXf3KZ
92,92,1,1,1,1,2022-09-13 20:48:25.875,10.00,oyT8Wzb47DOHF7FDSgdVQ
93,93,1,1,1,1,2022-09-13 20:48:25.875,10.00,zysHM0pHXIuxR11LOyOA3q5
94,94,1,1,1,1,2022-09-13 20:48:25.875,10.00,aeGljI8xKoKpZRrkCO9
95,95,1,1,1,1,2022-09-13 20:48:25.876,10.00,FyJkUFQStA9rtQmHPouD
96,96,1,1,1,1,2022-09-13 20:48:25.876,10.00,kWin3O9TK8U6F0DyIWGXnAO
97,97,1,1,1,1,2022-09-13 20:48:25.876,10.00,kfTxU9QmL7ro1DPD
98,98,1,1,1,1,2022-09-13 20:48:25.877,10.00,aroMFC4mAofueu6ZTSIAKyoC
99,99,1,1,1,1,2022-09-13 20:48:25.877,10.00,sicLe77LQDoU0
100,100,1,1,1,1,2022-09-13 20:48:25.877,10.00,jP24DkYgy2CHdxvgnyb
101,101,1,1,1,1,2022-09-13 20:48:25.878,10.00,gqs3fSwr4hGCGMNe3HrjSZ9
102,102,1,1,1,1,2022-09-13 20:48:25.878,10.00,iQ4GDQMXt6ILM
103,103,1,1,1,1,2022-09-13 20:48:25.878,10.00,jYLudKzZWsgvQZZ3qR4wL
104,104,1,1,1,1,2022-09-13 20:48:25.881,10.00,Hb8WS29VqIda7
105,105,1,1,1,1,2022-09-13 20:48:25.882,10.00,HRdxlAWg1CRYgYCA6Ya6c1c
106,106,1,1,1,1,2022-09-13 20:48:25.884,10.00,HdrJv6tf8iUvhkSiTMbuBgd
107,107,1,1,1,1,2022-09-13 20:48:25.884,10.00,J1JFgWk2GL5a2fLvd
108,108,1,1,1,1,2022-09-13 20:48:25.885,10.00,Nl5ih3See8khjicG02
109,109,1,1,1,1,2022-09-13 20:48:25.885,10.00,LYRm3xDDRJReikda0hIgct
110,110,1,1,1,1,2022-09-13 20:48:25.885,10.00,xmOLjwCde1qR130v4uk5
111,111,1,1,1,1,2022-09-13 20:48:25.885,10.00,aNaN3hHBFpwLSro
112,112,1,1,1,1,2022-09-13 20:48:25.886,10.00,i0fEGEamSGNO9Ql
113,113,1,1,1,1,2022-09-13 20:48:25.886,10.00,U8gMrs5mXkDS2wmVv
114,114,1,1,1,1,2022-09-13 20:48:25.886,10.00,fcLZfSuCWtVPE8A87Vzq7L
115,115,1,1,1,1,2022-09-13 20:48:25.887,10.00,CbJXDeNVFjhBtK2BHOuxeXDn
116,116,1,1,1,1,2022-09-13 20:48:25.887,10.00,EtkSicNy7MrgnWd2r
117,117,1,1,1,1,2022-09-13 20:48:25.887,10.00,XKrYl5eZXDBgnhl1jcC
118,118,1,1,1,1,2022-09-13 20:48:25.888,10.00,qjGNrdMHWZlcM
119,119,1,1,1,1,2022-09-13 20:48:25.888,10.00,x0Vh4Ftj7PZIlMUg6C
120,120,1,1,1,1,2022-09-13 20:48:25.888,10.00,xsDCnbgjF5ZHOfr6ZreMh
121,121,1,1,1,1,2022-09-13 20:48:25.888,10.00,TyqkQ0AxELZSNwmN
122,122,1,1,1,1,2022-09-13 20:48:25.889,10.00,bLGsSyDrCCeweoOvnup1iMt
123,123,1,1,1,1,2022-09-13 20:48:25.889,10.00,Do3W1uKpT28k
124,124,1,1,1,1,2022-09-13 20:48:25.889,10.00,KpMf9j5Y1ymdbEQD
125,125,1,1,1,1,2022-09-13 20:48:25.89,10.00,Z7IkCaF6qJuy4LvSdSiJdu
126,126,1,1,1,1,2022-09-13 20:48:25.89,10.00,vMosPgWyX6tffQw
127,127,1,1,1,1,2022-09-13 20:48:25.891,10.00,Z7NYUMG2ZBcdGL49LvyxS
128,128,1,1,1,1,2022-09-13 20:48:25.891,10.00,gezSQ0kIBPvUOBFWVR7Wz8g
129,129,1,1,1,1,2022-09-13 20:48:25.892,10.00,sUdQKPD1QeC9JM7Zpa8FU
130,130,1,1,1,1,2022-09-13 20:48:25.893,10.00,lr0MH39bHlTQE2Jt4uoJ9iL
131,131,1,1,1,1,2022-09-13 20:48:25.893,10.00,Vc64wXpBVpSL
132,132,1,1,1,1,2022-09-13 20:48:25.893,10.00,w2pqVKTOECxtk0CzHSNuhWY
133,133,1,1,1,1,2022-09-13 20:48:25.901,10.00,HpMMZGNzolNz
134,134,1,1,1,1,2022-09-13 20:48:25.902,10.00,i0UQuSdSR6qxhZg7OD
135,135,1,1,1,1,2022-09-13 20:48:25.903,10.00,saCCtTjWdUyxvV2Rz
136,136,1,1,1,1,2022-09-13 20:48:25.903,10.00,F9sCK7UeQLReyEggp1VB
137,137,1,1,1,1,2022-09-13 20:48:25.907,10.00,h6m5Zmu8FSBBDlhYQoqnMa1Z
138,138,1,1,1,1,2022-09-13 20:48:25.908,10.00,tiNIksomLyM5ELh2BuDF
139,139,1,1,1,1,2022-09-13 20:48:25.909,10.00,Hco41jH7LCELv7U9y4O
140,140,1,1,1,1,2022-09-13 20:48:25.909,10.00,ASwsjLJtTxSQ1FPMKcC1
141,141,1,1,1,1,2022-09-13 20:48:25.91,10.00,Wqtn6amZdDUCAmwkmGe7t
142,142,1,1,1,1,2022-09-13 20:48:25.911,10.00,zPe9vdqZPlwFL6
143,143,1,1,1,1,2022-09-13 20:48:25.911,10.00,HYrMawASJM0Y57Uhe22nkRkF
144,144,1,1,1,1,2022-09-13 20:48:25.911,10.00,fqX0eiN9TE1VHPT3TJjVu
145,145,1,1,1,1,2022-09-13 20:48:25.912,10.00,S4qmZXj2DfO7W3P
146,146,1,1,1,1,2022-09-13 20:48:25.912,10.00,RihIxND2p2A3qe8Rm9
147,147,1,1,1,1,2022-09-13 20:48:25.912,10.00,nQ1JlPS5XHVggdesgEjOa
148,148,1,1,1,1,2022-09-13 20:48:25.913,10.00,MApHlWI0UWdD
149,149,1,1,1,1,2022-09-13 20:48:25.913,10.00,kYuY00GPT83hPjK1WA8
150,150,1,1,1,1,2022-09-13 20:48:25.914,10.00,Xswreu1xvqAzq4
151,151,1,1,1,1,2022-09-13 20:48:25.914,10.00,eX3BVxn6TiV5MkP8o5oomil
152,152,1,1,1,1,2022-09-13 20:48:25.914,10.00,NL6CapTyQqC2hLYdK
153,153,1,1,1,1,2022-09-13 20:48:25.915,10.00,aTVPEYTNesUMS989DsNMYpSf
154,154,1,1,1,1,2022-09-13 20:48:25.915,10.00,qYOA9S2C8aAob4
155,155,1,1,1,1,2022-09-13 20:48:25.915,10.00,jAJ0fPYNfDB9GvJpKW14
156,156,1,1,1,1,2022-09-13 20:48:25.916,10.00,LBBvl9MJMqIklrJt
157,157,1,1,1,1,2022-09-13 20:48:25.916,10.00,jkBuJP8dbHiHpRk9VB1
158,158,1,1,1,1,2022-09-13 20:48:25.919,10.00,IQ5kVKDsd4NSnMsxJaK
159,159,1,1,1,1,2022-09-13 20:48:25.919,10.00,faHFJ9kcZyrPAxSc
160,160,1,1,1,1,2022-09-13 20:48:25.919,10.00,Nq92Fh4UPQQ4s
161,161,1,1,1,1,2022-09-13 20:48:25.92,10.00,H0P9E1b9Hj0MF
162,162,1,1,1,1,2022-09-13 20:48:25.92,10.00,xjEhFf2V38WNBS5S
163,163,1,1,1,1,2022-09-13 20:48:25.921,10.00,pXSSzhe4Ahk1XpY5SR0Jh1Z
164,164,1,1,1,1,2022-09-13 20:48:25.921,10.00,uRWCjaUIA1la
165,165,1,1,1,1,2022-09-13 20:48:25.921,10.00,V4C7t6nlFwvnCbWI
166,166,1,1,1,1,2022-09-13 20:48:25.921,10.00,S37xPBhfre5nYCzbEc
167,167,1,1,1,1,2022-09-13 20:48:25.922,10.00,uEtwrwM42j6BeRDbvL9C9
168,168,1,1,1,1,2022-09-13 20:48:25.922,10.00,f4e9BKDdkXA9noompUVwC
169,169,1,1,1,1,2022-09-13 20:48:25.923,10.00,SCTc6wcXMHT0T2wKi5pG
170,170,1,1,1,1,2022-09-13 20:48:25.923,10.00,Kdl2Pi6Q0FXNGZqZwP
171,171,1,1,1,1,2022-09-13 20:48:25.923,10.00,jc3AQJsfMblzGv8Y3
172,172,1,1,1,1,2022-09-13 20:48:25.924,10.00,EcnBuJ3mdGhCrd
173,173,1,1,1,1,2022-09-13 20:48:25.924,10.00,ndxQ69RVzhWLWtda8
174,174,1,1,1,1,2022-09-13 20:48:25.925,10.00,tIG8Ch4sq2QwxJTG
175,175,1,1,1,1,2022-09-13 20:48:25.925,10.00,hxcZFCI15Ba6xe11it2V
176,176,1,1,1,1,2022-09-13 20:48:25.928,10.00,U3X32WIiIhpEUrvmN0b
177,177,1,1,1,1,2022-09-13 20:48:25.93,10.00,ignIbKOqhIQ6KtKnvIkXFF
178,178,1,1,1,1,2022-09-13 20:48:25.931,10.00,zatRvKj4zYirqRtHQ
179,179,1,1,1,1,2022-09-13 20:48:25.931,10.00,jYnwCiAd5asqP
180,180,1,1,1,1,2022-09-13 20:48:25.932,10.00,lpuApmhWHHmgNPTsSalP1
181,181,1,1,1,1,2022-09-13 20:48:25.932,10.00,yqigsgiAh6Vhrvc
182,182,1,1,1,1,2022-09-13 20:48:25.932,10.00,coPcvwGr0bPLxW
183,183,1,1,1,1,2022-09-13 20:48:25.932,10.00,XMfMXJKkMSMq
184,184,1,1,1,1,2022-09-13 20:48:25.933,10.00,zWU6k7dm3G9XvDwwhsKHob45
185,185,1,1,1,1,2022-09-13 20:48:25.933,10.00,SfsCY3xiJgCL9onQPF8
186,186,1,1,1,1,2022-09-13 20:48:25.933,10.00,VRTGDSuQUyLQ
187,187,1,1,1,1,2022-09-13 20:48:25.934,10.00,ChBUGsUadfx7UdWa280oqug
188,188,1,1,1,1,2022-09-13 20:48:25.934,10.00,e42FtPPOl4Swxvy7gOxcmt
189,189,1,1,1,1,2022-09-13 20:48:25.934,10.00,K4VKybnJnsnL
190,190,1,1,1,1,2022-09-13 20:48:25.934,10.00,yGEa6e6xeqhOnxSwmZ
191,191,1,1,1,1,2022-09-13 20:48:25.935,10.00,mOB0L6QfuYXcOQw0Y8OG
192,192,1,1,1,1,2022-09-13 20:48:25.935,10.00,PKRUyI51kOosQoDua
193,193,1,1,1,1,2022-09-13 20:48:25.935,10.00,KElWY317dGCzFNc
194,194,1,1,1,1,2022-09-13 20:48:25.936,10.00,H4j9CjbZYy50i
195,195,1,1,1,1,2022-09-13 20:48:25.937,10.00,f9CxkOdfFEZehUe
196,196,1,1,1,1,2022-09-13 20:48:25.937,10.00,bso3lHobq50RoYCMSiJrTdhm
197,197,1,1,1,1,2022-09-13 20:48:25.938,10.00,q8uURCBmpRqMfbGqSmH0
198,198,1,1,1,1,2022-09-13 20:48:25.938,10.00,WXW1HXAjVpQRtS
199,199,1,1,1,1,2022-09-13 20:48:25.938,10.00,gYlfoCzCGB2eLudW2t
200,200,1,1,1,1,2022-09-13 20:48:25.939,10.00,q46aNFMP8ZlN8a3erPejM
201,201,1,1,1,1,2022-09-13 20:48:25.939,10.00,WGSYOtlpNo24
202,202,1,1,1,1,2022-09-13 20:48:25.939,10.00,bIDAqgBlzk9zf500B6efGJ
203,203,1,1,1,1,2022-09-13 20:48:25.939,10.00,E85pMDNNdZSeyQUwf2lt0Uk
204,204,1,1,1,1,2022-09-13 20:48:25.939,10.00,Jik5afRSE3KbIOR1mVFuhSZn
205,205,1,1,1,1,2022-09-13 20:48:25.94,10.00,lrmMEQL3NxdmV4M
206,206,1,1,1,1,2022-09-13 20:48:25.94,10.00,oyKSVWyMFjyQw4L8nB
207,207,1,1,1,1,2022-09-13 20:48:25.94,10.00,ykdVbzhD2VsP8WSHhaP4HAD
208,208,1,1,1,1,2022-09-13 20:48:25.94,10.00,OX4vpP2d3Al1I2Ccb46
209,209,1,1,1,1,2022-09-13 20:48:25.941,10.00,EaiKVTYO1ZhKltW6OW8R0C
210,210,1,1,1,1,2022-09-13 20:48:25.941,10.00,baPcsN3GaBHZbqwWjP18VJ
211,211,1,1,1,1,2022-09-13 20:48:25.941,10.00,pcYQY8mo7dF1HitrBvA0x
212,212,1,1,1,1,2022-09-13 20:48:25.941,10.00,WU7LB5jG4pJNAD
213,213,1,1,1,1,2022-09-13 20:48:25.941,10.00,QlAreghiLP1KNCxfsT3Wlbi
214,214,1,1,1,1,2022-09-13 20:48:25.942,10.00,G9sbPybf80Y4MyuA
215,215,1,1,1,1,2022-09-13 20:48:25.942,10.00,Enr6wcbLxaAIjSlq2tV24
216,216,1,1,1,1,2022-09-13 20:48:25.942,10.00,bd7phIqRFvy8W
217,217,1,1,1,1,2022-09-13 20:48:25.942,10.00,gaDix61H6hDbyqP
218,218,1,1,1,1,2022-09-13 20:48:25.942,10.00,qOzVUhAEmTua39
219,219,1,1,1,1,2022-09-13 20:48:25.943,10.00,hyeyoDJlWDunZG3xUpiYzIs
220,220,1,1,1,1,2022-09-13 20:48:25.943,10.00,M2nn785kUDmTEngAM
221,221,1,1,1,1,2022-09-13 20:48:25.944,10.00,VpaDODTTMLbWBgH9
222,222,1,1,1,1,2022-09-13 20:48:25.946,10.00,CEt6juWNkxbo9BfuIo
223,223,1,1,1,1,2022-09-13 20:48:25.946,10.00,c9mefg2GmFyL
224,224,1,1,1,1,2022-09-13 20:48:25.946,10.00,qXEpExl10HNmU
225,225,1,1,1,1,2022-09-13 20:48:25.947,10.00,qqsce8qB0VTq8dcEq4qM
226,226,1,1,1,1,2022-09-13 20:48:25.947,10.00,pLzTV1j9PJzZOvRtHB
227,227,1,1,1,1,2022-09-13 20:48:25.947,10.00,WZpAsdcLoVQ2
228,228,1,1,1,1,2022-09-13 20:48:25.948,10.00,f8bDKrUlmfQkAkpP2tM
229,229,1,1,1,1,2022-09-13 20:48:25.948,10.00,LPhn9xHZ93xi
230,230,1,1,1,1,2022-09-13 20:48:25.948,10.00,CUVT9WVelYxEdrUf
231,231,1,1,1,1,2022-09-13 20:48:25.948,10.00,I7lkQT3HRCsFtU0HTK
232,232,1,1,1,1,2022-09-13 20:48:25.949,10.00,QLbztI7SBToinAE
233,233,1,1,1,1,2022-09-13 20:48:25.949,10.00,GFw1IbLwYQzVqGcxU1k
234,234,1,1,1,1,2022-09-13 20:48:25.949,10.00,i1ZDyXoEMJfcO3z4M2pC6Oc
235,235,1,1,1,1,2022-09-13 20:48:25.949,10.00,JcqaaWXEs38PPfzYbBaHd
236,236,1,1,1,1,2022-09-13 20:48:25.95,10.00,GngLuG3OBk0E4E4
237,237,1,1,1,1,2022-09-13 20:48:25.95,10.00,cQDHB8ymr4Iz9M83bFzo
238,238,1,1,1,1,2022-09-13 20:48:25.95,10.00,wCwzzKUHWRWZGtLITnyQ
239,239,1,1,1,1,2022-09-13 20:48:25.951,10.00,ZpnFwX0mCdpF8W9xVF
240,240,1,1,1,1,2022-09-13 20:48:25.951,10.00,L4ZNzs7iDmnVNlRb9ZaorO
241,241,1,1,1,1,2022-09-13 20:48:25.951,10.00,WR393Hso5VgeUI2NSHTMlfIQ
242,242,1,1,1,1,2022-09-13 20:48:25.951,10.00,kXeTISZ8Jjh7k8IL
243,243,1,1,1,1,2022-09-13 20:48:25.952,10.00,cNRKwZlReDZFC
244,244,1,1,1,1,2022-09-13 20:48:25.952,10.00,IPI80orb4kyteDWGmO
245,245,1,1,1,1,2022-09-13 20:48:25.953,10.00,dECQp8fWn5GKWjMM4C
246,246,1,1,1,1,2022-09-13 20:48:25.955,10.00,mO7owHA4vJOZiqI
247,247,1,1,1,1,2022-09-13 20:48:25.956,10.00,Fr8t4d7FcElIrliFzsMEFnXP
248,248,1,1,1,1,2022-09-13 20:48:25.956,10.00,pKnLGKaNfKsIcVtKubq0Xq
249,249,1,1,1,1,2022-09-13 20:48:25.958,10.00,buvqhxoYehdJLRmJ6Y50
250,250,1,1,1,1,2022-09-13 20:48:25.958,10.00,pSmLL18RZ6xgoF9pAF65B
251,251,1,1,1,1,2022-09-13 20:48:25.958,10.00,cNHv3mFUG8ZDtS5i2K
252,252,1,1,1,1,2022-09-13 20:48:25.958,10.00,Sxii7R4AzLy8YOsaoX
253,253,1,1,1,1,2022-09-13 20:48:25.959,10.00,DCpSCblk62mOtKTsOQa
254,254,1,1,1,1,2022-09-13 20:48:25.959,10.00,HkeRzc6QvfLA0vBYsI
255,255,1,1,1,1,2022-09-13 20:48:25.959,10.00,kBG2uCNXZoxePcYXZq
256,256,1,1,1,1,2022-09-13 20:48:25.959,10.00,NV6OZZgxcRk1LdiHKYrYtjw
257,257,1,1,1,1,2022-09-13 20:48:25.962,10.00,xWXefwUt4aARV
258,258,1,1,1,1,2022-09-13 20:48:25.964,10.00,nEJYuZVwOh8MzeVI2Ng7sNAC
259,259,1,1,1,1,2022-09-13 20:48:25.965,10.00,uJFuAxkWHONujifn0unWMH
260,260,1,1,1,1,2022-09-13 20:48:25.966,10.00,nrwoBTsRe62wkbFoXqWE31V
261,261,1,1,1,1,2022-09-13 20:48:25.966,10.00,sS4IoeBZJfNJc6Ofcghp
262,262,1,1,1,1,2022-09-13 20:48:25.966,10.00,yM5l15EzSAGPsBTXq
263,263,1,1,1,1,2022-09-13 20:48:25.966,10.00,GH11xJx8q5DzqZipEpvI
264,264,1,1,1,1,2022-09-13 20:48:25.967,10.00,Y3IV6YhuL4nNOPMkKhm
265,265,1,1,1,1,2022-09-13 20:48:25.968,10.00,aFanlYPgsBODozUXOu4P
266,266,1,1,1,1,2022-09-13 20:48:25.968,10.00,x45wZlMGdw4KLRDD
267,267,1,1,1,1,2022-09-13 20:48:25.968,10.00,NsFP7bRBrXQo4GeqdWth
268,268,1,1,1,1,2022-09-13 20:48:25.968,10.00,f39aYDps2eq4
269,269,1,1,1,1,2022-09-13 20:48:25.968,10.00,QJwn4nPwdNCYG7WDJf
270,270,1,1,1,1,2022-09-13 20:48:25.968,10.00,LByHWTd7rfQoF8U1RjVK
271,271,1,1,1,1,2022-09-13 20:48:25.968,10.00,BFVMA6rpOpb1lUcAk2xrQ
272,272,1,1,1,1,2022-09-13 20:48:25.968,10.00,c58CPWNkbYeFO8JV
273,273,1,1,1,1,2022-09-13 20:48:25.968,10.00,cnFacjoexdslGUDWAlYsUT9
274,274,1,1,1,1,2022-09-13 20:48:25.969,10.00,R8zbS7tm6DqFI
275,275,1,1,1,1,2022-09-13 20:48:25.969,10.00,xwBXlx5Dfpcw28tbj01
276,276,1,1,1,1,2022-09-13 20:48:25.969,10.00,Xpd8JumN9Ywwqk
277,277,1,1,1,1,2022-09-13 20:48:25.969,10.00,tAfdSspX7uwpmxV7jvFssJxz
278,278,1,1,1,1,2022-09-13 20:48:25.969,10.00,SOuWx5YMyJlTCW3vtoPLH
279,279,1,1,1,1,2022-09-13 20:48:25.969,10.00,si1O77ExWcLk
280,280,1,1,1,1,2022-09-13 20:48:25.969,10.00,kmcTJ9xAZ7ZCG2b9
281,281,1,1,1,1,2022-09-13 20:48:25.969,10.00,zomWqPxELqDAGP1kRyFD2
282,282,1,1,1,1,2022-09-13 20:48:25.97,10.00,er8StPCGG3zU5CuBU
283,283,1,1,1,1,2022-09-13 20:48:25.97,10.00,D0E8NZqmG7iuQ
